CATEGORY,ARTICLE,DESCRIPTION,LAST_ACTUAL_SALES,PREDICTED_DATE,PREDICTED_SALES,GROWTH,MAE,RMSE
MOTORPOOL,AUTOMOTIVE BELT,AUTOMOTIVE BELT 3610 x 1525 A-60,52.0,2024-02-01,-0.2509586786504019,-52.2509586786504,11.679896549048193,19.61760021752872
MOTORPOOL,AUTOMOTIVE BELT,AUTOMOTIVE BELT 3610 x 1525 A-60,52.0,2024-03-01,3.168984900937733,-48.83101509906227,11.679896549048193,19.61760021752872
MOTORPOOL,AUTOMOTIVE BELT,AUTOMOTIVE BELT 3610 x 1525 A-60,52.0,2024-04-01,1.7022531479549627,-50.29774685204504,11.679896549048193,19.61760021752872
MOTORPOOL,AUTOMOTIVE BELT,AUTOMOTIVE BELT 3610 x 1525 A-60,52.0,2024-05-01,0.8683658511021108,-51.13163414889789,11.679896549048193,19.61760021752872
MOTORPOOL,AUTOMOTIVE BELT,AUTOMOTIVE BELT 3610 x 1525 A-60,52.0,2024-06-01,0.701021404369716,-51.29897859563028,11.679896549048193,19.61760021752872
MOTORPOOL,DIESEL ENGINE OIL,DIESEL ENGINE OIL  SAE 40,0.0,2024-01-01,16.16152095212881,16.16152095212881,2.633060350888948,3.069082307752836
MOTORPOOL,DIESEL ENGINE OIL,DIESEL ENGINE OIL  SAE 40,0.0,2024-02-01,1.088069950452511,1.088069950452511,2.633060350888948,3.069082307752836
MOTORPOOL,DIESEL ENGINE OIL,DIESEL ENGINE OIL  SAE 40,0.0,2024-03-01,2.442988600788366,2.442988600788366,2.633060350888948,3.069082307752836
MOTORPOOL,DIESEL ENGINE OIL,DIESEL ENGINE OIL  SAE 40,0.0,2024-04-01,3.1686401908594624,3.1686401908594624,2.633060350888948,3.069082307752836
MOTORPOOL,DIESEL ENGINE OIL,DIESEL ENGINE OIL  SAE 40,0.0,2024-05-01,1.129963827211843,1.129963827211843,2.633060350888948,3.069082307752836
MOTORPOOL,DIESEL ENGINE OIL,DIESEL ENGINE OIL  SAE 40,0.0,2024-06-01,4.079451168842773,4.079451168842773,2.633060350888948,3.069082307752836
MOTORPOOL,GASOLINE ENGINE OIL,GASOLINE ENGINE OIL ,11.0,2024-01-01,10.008026188910485,-0.9919738110895153,5.586297241776582,6.243823720485833
MOTORPOOL,GASOLINE ENGINE OIL,GASOLINE ENGINE OIL ,11.0,2024-02-01,0.3758139373629783,-10.624186062637023,5.586297241776582,6.243823720485833
MOTORPOOL,GASOLINE ENGINE OIL,GASOLINE ENGINE OIL ,11.0,2024-03-01,3.81106429270529,-7.188935707294711,5.586297241776582,6.243823720485833
MOTORPOOL,GASOLINE ENGINE OIL,GASOLINE ENGINE OIL ,11.0,2024-04-01,5.917113115646032,-5.082886884353968,5.586297241776582,6.243823720485833
MOTORPOOL,GASOLINE ENGINE OIL,GASOLINE ENGINE OIL ,11.0,2024-05-01,2.5629769860992013,-8.437023013900799,5.586297241776582,6.243823720485833
MOTORPOOL,GASOLINE ENGINE OIL,GASOLINE ENGINE OIL ,11.0,2024-06-01,11.187426492333534,0.18742649233353426,5.586297241776582,6.243823720485833
MOTORPOOL,OIL FILTER ,OIL FILTER (DAIWA) DC-518/526,34.0,2024-01-01,-0.7314307013557542,-34.731430701355755,7.66694056513271,12.847065512499842
MOTORPOOL,OIL FILTER ,OIL FILTER (DAIWA) DC-518/526,34.0,2024-02-01,0.06082347089232987,-33.93917652910767,7.66694056513271,12.847065512499842
MOTORPOOL,OIL FILTER ,OIL FILTER (DAIWA) DC-518/526,34.0,2024-03-01,2.08008478074291,-31.91991521925709,7.66694056513271,12.847065512499842
MOTORPOOL,OIL FILTER ,OIL FILTER (DAIWA) DC-518/526,34.0,2024-04-01,1.105348995125019,-32.89465100487498,7.66694056513271,12.847065512499842
MOTORPOOL,OIL FILTER ,OIL FILTER (DAIWA) DC-518/526,34.0,2024-05-01,0.5459455634877763,-33.45405443651222,7.66694056513271,12.847065512499842
MOTORPOOL,OIL FILTER ,OIL FILTER (DAIWA) DC-518/526,34.0,2024-06-01,0.42396139472048167,-33.57603860527952,7.66694056513271,12.847065512499842
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-01-01,-0.5664068971362455,-32.56640689713625,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-02-01,-0.12396801519494816,-32.12396801519495,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-03-01,2.0530938939014396,-29.94690610609856,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-04-01,1.170012223873699,-30.829987776126302,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-05-01,0.5141120227563076,-31.485887977243692,7.138774778559828,12.043256570939498
MOTORPOOL,OIL FILTER ,OIL FILTER (SAKURA) C-1712,32.0,2024-06-01,0.5473186884554503,-31.45268131154455,7.138774778559828,12.043256570939498
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-01-01,13.57149992417957,13.57149992417957,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-02-01,37.06641761884491,37.06641761884491,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-03-01,22.83592245194195,22.83592245194195,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-04-01,8.114258679418569,8.114258679418569,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-05-01,9.91346345955224,9.91346345955224,6.46463659310631,6.487490428230794
OFFICE,ALCOHOL,ALCOHOL ISOPROPYL 70% 500ml,0.0,2024-06-01,6.057983839508903,6.057983839508903,6.46463659310631,6.487490428230794
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-01-01,2.970490175295671,-0.029509824704328835,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-02-01,7.478519381239699,4.478519381239699,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-03-01,20.625299583213554,17.625299583213554,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-04-01,-1.8602709093291594,-4.860270909329159,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-05-01,-0.5885165448043672,-3.588516544804367,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A3  COPY PAPER,3.0,2024-06-01,1.521497450895703,-1.478502549104297,2.112206959037142,2.3111210092417362
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-01-01,36.71273397575584,27.71273397575584,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-02-01,25.365720933262317,16.365720933262317,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-03-01,24.436573547025098,15.436573547025098,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-04-01,15.398918672223761,6.398918672223761,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-05-01,12.386023644119584,3.386023644119584,7.560643005567357,8.953905315812284
OFFICE,BOND PAPER,A4  COPY PAPER,9.0,2024-06-01,35.928293531383375,26.928293531383375,7.560643005567357,8.953905315812284
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-01-01,-2.67392624528011,-2.67392624528011,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-02-01,8.681027908025028,8.681027908025028,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-03-01,-0.926722847963311,-0.926722847963311,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-04-01,1.127592952609358,1.127592952609358,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-05-01,4.079756071735945,4.079756071735945,4.089758195952889,4.11413447072562
OFFICE,INK,INK EPSON T6641   BLACK,0.0,2024-06-01,6.633261308632804,6.633261308632804,4.089758195952889,4.11413447072562
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",72.0,2024-01-01,68.80788012775369,-3.192119872246309,13.546209308318131,15.54525790420935
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",72.0,2024-02-01,33.28841907436811,-38.71158092563189,13.546209308318131,15.54525790420935
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",72.0,2024-03-01,40.20816030223566,-31.79183969776434,13.546209308318131,15.54525790420935
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",72.0,2024-04-01,75.72434020853687,3.724340208536873,13.546209308318131,15.54525790420935
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",72.0,2024-05-01,68.28582417390896,-3.7141758260910365,13.546209308318131,15.54525790420935
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",72.0,2024-06-01,89.57550427765095,17.57550427765095,13.546209308318131,15.54525790420935
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",0.0,2024-01-01,-0.7986264372392042,-0.7986264372392042,1.0152894856054795,1.2950938164771335
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",0.0,2024-02-01,3.6843801071740305,3.6843801071740305,1.0152894856054795,1.2950938164771335
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",0.0,2024-03-01,1.976381427727393,1.976381427727393,1.0152894856054795,1.2950938164771335
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",0.0,2024-04-01,1.493275880429262,1.493275880429262,1.0152894856054795,1.2950938164771335
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",0.0,2024-05-01,-0.7400462530751131,-0.7400462530751131,1.0152894856054795,1.2950938164771335
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",0.0,2024-06-01,2.4752211775219246,2.4752211775219246,1.0152894856054795,1.2950938164771335
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",1.0,2024-01-01,0.44999552508712687,-0.5500044749128732,0.08228874791825941,0.08960181637765023
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",1.0,2024-02-01,0.6676966396694227,-0.3323033603305773,0.08228874791825941,0.08960181637765023
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",1.0,2024-03-01,0.9458306794504312,-0.0541693205495688,0.08228874791825941,0.08960181637765023
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",1.0,2024-04-01,0.43506964648341784,-0.5649303535165822,0.08228874791825941,0.08960181637765023
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",1.0,2024-05-01,0.4553872522383585,-0.5446127477616415,0.08228874791825941,0.08960181637765023
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",1.0,2024-06-01,0.2528962951484584,-0.7471037048515417,0.08228874791825941,0.08960181637765023
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",0.0,2024-01-01,-0.23843659749024768,-0.23843659749024768,0.9052769186717716,0.9937862680021194
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",0.0,2024-02-01,0.3736262482044258,0.3736262482044258,0.9052769186717716,0.9937862680021194
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",0.0,2024-03-01,0.6826968424251456,0.6826968424251456,0.9052769186717716,0.9937862680021194
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",0.0,2024-04-01,1.1139041263637828,1.1139041263637828,0.9052769186717716,0.9937862680021194
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",0.0,2024-05-01,-0.2504175950204492,-0.2504175950204492,0.9052769186717716,0.9937862680021194
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",0.0,2024-06-01,-0.3465172415696994,-0.3465172415696994,0.9052769186717716,0.9937862680021194
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",13.0,2024-01-01,5.895153683708674,-7.104846316291326,2.5504845798759948,3.9953648014630976
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",13.0,2024-02-01,12.345635355190847,-0.6543646448091529,2.5504845798759948,3.9953648014630976
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",13.0,2024-03-01,13.48263883844055,0.48263883844055044,2.5504845798759948,3.9953648014630976
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",13.0,2024-04-01,4.126081757178685,-8.873918242821315,2.5504845798759948,3.9953648014630976
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",13.0,2024-05-01,10.61865140620851,-2.3813485937914898,2.5504845798759948,3.9953648014630976
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",13.0,2024-06-01,8.764409973134022,-4.235590026865978,2.5504845798759948,3.9953648014630976
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",13.0,2024-01-01,9.11677045832019,-3.8832295416798104,4.376692010514539,5.028841315996188
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",13.0,2024-02-01,13.355081122531034,0.3550811225310344,4.376692010514539,5.028841315996188
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",13.0,2024-03-01,12.6713000472206,-0.32869995277940056,4.376692010514539,5.028841315996188
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",13.0,2024-04-01,7.916668851049201,-5.083331148950799,4.376692010514539,5.028841315996188
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",13.0,2024-05-01,17.62782641664676,4.627826416646759,4.376692010514539,5.028841315996188
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",13.0,2024-06-01,12.858624253882127,-0.1413757461178733,4.376692010514539,5.028841315996188
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",285.0,2024-01-01,55.30030270823457,-229.69969729176543,108.30288069709461,123.32983879965703
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",285.0,2024-02-01,161.664534640402,-123.335465359598,108.30288069709461,123.32983879965703
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",285.0,2024-03-01,161.41258172462037,-123.58741827537963,108.30288069709461,123.32983879965703
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",285.0,2024-04-01,102.7328494250219,-182.2671505749781,108.30288069709461,123.32983879965703
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",285.0,2024-05-01,197.9527683448536,-87.04723165514639,108.30288069709461,123.32983879965703
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",285.0,2024-06-01,134.36493847330732,-150.63506152669268,108.30288069709461,123.32983879965703
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",80.0,2024-01-01,81.48821523218118,1.488215232181176,12.66915682081635,15.640595860663202
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",80.0,2024-02-01,181.27977723572303,101.27977723572303,12.66915682081635,15.640595860663202
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",80.0,2024-03-01,142.6933881823279,62.69338818232791,12.66915682081635,15.640595860663202
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",80.0,2024-04-01,86.65697839884675,6.656978398846746,12.66915682081635,15.640595860663202
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",80.0,2024-05-01,144.2640047879467,64.2640047879467,12.66915682081635,15.640595860663202
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",80.0,2024-06-01,154.40061109331992,74.40061109331992,12.66915682081635,15.640595860663202
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,21.0,2024-01-01,-10.494928282125612,-31.494928282125613,10.321094726433008,12.590841902192043
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,21.0,2024-02-01,7.137157764236344,-13.862842235763656,10.321094726433008,12.590841902192043
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,21.0,2024-03-01,7.535116887315478,-13.464883112684522,10.321094726433008,12.590841902192043
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,21.0,2024-04-01,-1.6026499440612199,-22.60264994406122,10.321094726433008,12.590841902192043
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,21.0,2024-05-01,13.401852785031608,-7.598147214968392,10.321094726433008,12.590841902192043
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,21.0,2024-06-01,5.60305347232787,-15.39694652767213,10.321094726433008,12.590841902192043
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,1.0,2024-01-01,-0.05487919967534169,-1.0548791996753417,0.5720872276781331,0.5826868023394954
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,1.0,2024-02-01,0.020737344677946357,-0.9792626553220536,0.5720872276781331,0.5826868023394954
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,1.0,2024-03-01,0.056407978291495645,-0.9435920217085043,0.5720872276781331,0.5826868023394954
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,1.0,2024-04-01,0.015509878373110242,-0.9844901216268898,0.5720872276781331,0.5826868023394954
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,1.0,2024-05-01,0.143605872014964,-0.856394127985036,0.5720872276781331,0.5826868023394954
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,1.0,2024-06-01,0.458016318219848,-0.541983681780152,0.5720872276781331,0.5826868023394954
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,0.0,2024-01-01,-10.002551008008117,-10.002551008008117,7.855126090597054,8.671787355471666
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,0.0,2024-02-01,5.270883511104392,5.270883511104392,7.855126090597054,8.671787355471666
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,0.0,2024-03-01,9.269089446658672,9.269089446658672,7.855126090597054,8.671787355471666
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,0.0,2024-04-01,-2.236724672972866,-2.236724672972866,7.855126090597054,8.671787355471666
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,0.0,2024-05-01,2.020243101734013,2.020243101734013,7.855126090597054,8.671787355471666
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,0.0,2024-06-01,8.12573708919274,8.12573708919274,7.855126090597054,8.671787355471666
