CATEGORY,ARTICLE,DESCRIPTION,PREDICTED_DATE,PREDICTED_SALES,LAST_ACTUAL_SALES,GROWTH,MAE,RMSE
OFFICE,BOND PAPER,A4  COPY PAPER,2024-03-01,26.42,9.0,17.42,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-04-01,26.41,9.0,17.41,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-05-01,23.68,9.0,14.68,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-06-01,23.42,9.0,14.420000000000002,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-07-01,15.89,9.0,6.890000000000001,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-08-01,18.49,9.0,9.489999999999998,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-09-01,14.69,9.0,5.6899999999999995,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-10-01,22.72,9.0,13.719999999999999,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-11-01,23.89,9.0,14.89,10.530833333333334,13.42187486903376
OFFICE,BOND PAPER,A4  COPY PAPER,2024-12-01,17.58,9.0,8.579999999999998,10.530833333333334,13.42187486903376
OFFICE,INK,INK EPSON T6641   BLACK,2024-01-01,28.01,0.0,28.01,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-02-01,5.42,0.0,5.42,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-03-01,4.0,0.0,4.0,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-04-01,5.67,0.0,5.67,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-05-01,14.19,0.0,14.19,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-06-01,6.08,0.0,6.08,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-07-01,5.56,0.0,5.56,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-08-01,6.06,0.0,6.06,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-09-01,15.38,0.0,15.38,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-10-01,15.51,0.0,15.51,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-11-01,14.87,0.0,14.87,6.571666666666666,9.654978853765899
OFFICE,INK,INK EPSON T6641   BLACK,2024-12-01,5.02,0.0,5.02,6.571666666666666,9.654978853765899
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-01-01,59.03,72.0,-12.969999999999999,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-02-01,61.89,72.0,-10.11,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-03-01,52.46,72.0,-19.54,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-04-01,48.75,72.0,-23.25,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-05-01,34.96,72.0,-37.04,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-06-01,31.38,72.0,-40.620000000000005,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-07-01,34.57,72.0,-37.43,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-08-01,28.86,72.0,-43.14,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-09-01,31.11,72.0,-40.89,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-10-01,27.63,72.0,-44.370000000000005,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-11-01,28.74,72.0,-43.260000000000005,41.80249999999999,54.40428636605759
OFFICE,TISSUE,"TISSUE/TOILET PAPER, 3-ply, 600 sheets, 100% Virgin Pulp",2024-12-01,24.94,72.0,-47.06,41.80249999999999,54.40428636605759
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-01-01,0.35,0.0,0.35,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-02-01,0.48,0.0,0.48,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-03-01,0.13,0.0,0.13,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-04-01,0.07,0.0,0.07,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-05-01,0.0,0.0,0.0,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-06-01,0.11,0.0,0.11,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-07-01,0.0,0.0,0.0,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-08-01,0.65,0.0,0.65,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-09-01,4.71,0.0,4.71,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-10-01,2.25,0.0,2.25,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-11-01,1.3,0.0,1.3,2.543333333333333,3.4646765120763194
PLUMBING,GATE VALVE,"GATE VALVE 1/2""",2024-12-01,2.73,0.0,2.73,2.543333333333333,3.4646765120763194
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-01-01,1.27,1.0,0.27,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-02-01,0.27,1.0,-0.73,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-03-01,0.72,1.0,-0.28,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-04-01,0.21,1.0,-0.79,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-05-01,0.66,1.0,-0.33999999999999997,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-06-01,0.28,1.0,-0.72,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-07-01,0.47,1.0,-0.53,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-08-01,0.15,1.0,-0.85,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-09-01,0.24,1.0,-0.76,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-10-01,0.08,1.0,-0.92,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-11-01,0.1,1.0,-0.9,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1 1/2"" X 20 40 SCH.",2024-12-01,0.34,1.0,-0.6599999999999999,0.5716666666666667,0.9018037480516479
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-01-01,0.1,0.0,0.1,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-02-01,0.21,0.0,0.21,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-03-01,0.17,0.0,0.17,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-04-01,1.02,0.0,1.02,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-05-01,0.06,0.0,0.06,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-06-01,0.1,0.0,0.1,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-07-01,0.06,0.0,0.06,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-08-01,0.02,0.0,0.02,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-09-01,1.04,0.0,1.04,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-10-01,0.44,0.0,0.44,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-11-01,0.68,0.0,0.68,0.6425,0.7674362079895197
PLUMBING,GI PIPE,"GI PIPE 1"" X 20' SCH.40",2024-12-01,1.8,0.0,1.8,0.6425,0.7674362079895197
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-01-01,13.13,13.0,0.13000000000000078,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-02-01,11.32,13.0,-1.6799999999999997,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-03-01,12.48,13.0,-0.5199999999999996,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-04-01,9.41,13.0,-3.59,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-05-01,5.94,13.0,-7.06,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-06-01,11.21,13.0,-1.7899999999999991,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-07-01,7.54,13.0,-5.46,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-08-01,8.11,13.0,-4.890000000000001,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-09-01,5.47,13.0,-7.53,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-10-01,7.01,13.0,-5.99,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-11-01,6.33,13.0,-6.67,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 1/2"" X 10' BLUE",2024-12-01,4.82,13.0,-8.18,6.550833333333333,8.308453024881748
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-01-01,14.12,13.0,1.1199999999999992,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-02-01,13.15,13.0,0.15000000000000036,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-03-01,12.82,13.0,-0.17999999999999972,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-04-01,8.42,13.0,-4.58,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-05-01,7.51,13.0,-5.49,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-06-01,12.87,13.0,-0.13000000000000078,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-07-01,10.34,13.0,-2.66,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-08-01,7.4,13.0,-5.6,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-09-01,7.34,13.0,-5.66,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-10-01,5.92,13.0,-7.08,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-11-01,10.86,13.0,-2.1400000000000006,9.720833333333333,13.850693424277836
PLUMBING,PVC PIPE,"PVC PIPE 3/4"" BLUE",2024-12-01,6.63,13.0,-6.37,9.720833333333333,13.850693424277836
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-01-01,113.5,285.0,-171.5,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-02-01,146.37,285.0,-138.63,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-03-01,132.13,285.0,-152.87,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-04-01,174.48,285.0,-110.52000000000001,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-05-01,129.86,285.0,-155.14,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-06-01,134.49,285.0,-150.51,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-07-01,176.4,285.0,-108.6,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-08-01,154.58,285.0,-130.42,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-09-01,80.87,285.0,-204.13,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-10-01,73.43,285.0,-211.57,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-11-01,112.4,285.0,-172.6,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE  3/8""",2024-12-01,119.45,285.0,-165.55,147.10999999999999,181.32502801139543
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-01-01,125.66,80.0,45.66,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-02-01,56.91,80.0,-23.090000000000003,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-03-01,87.98,80.0,7.980000000000004,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-04-01,87.49,80.0,7.489999999999995,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-05-01,86.03,80.0,6.030000000000001,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-06-01,82.34,80.0,2.3400000000000034,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-07-01,51.32,80.0,-28.68,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-08-01,30.37,80.0,-49.629999999999995,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-09-01,99.31,80.0,19.310000000000002,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-10-01,33.34,80.0,-46.66,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-11-01,43.14,80.0,-36.86,107.16000000000001,143.72998312808642
REFRIGERATION,COPPER TUBE ,"COPPER TUBE 1/2""",2024-12-01,37.22,80.0,-42.78,107.16000000000001,143.72998312808642
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-01-01,15.845999999999997,21.0,-5.1540000000000035,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-02-01,14.41,21.0,-6.59,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-03-01,21.618999999999996,21.0,0.6189999999999962,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-04-01,13.597999999999997,21.0,-7.402000000000003,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-05-01,21.77799999999999,21.0,0.7779999999999916,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-06-01,9.155999999999999,21.0,-11.844000000000001,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-07-01,14.951999999999996,21.0,-6.048000000000004,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-08-01,20.942999999999998,21.0,-0.05700000000000216,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-09-01,7.6,21.0,-13.4,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-10-01,23.636999999999997,21.0,2.636999999999997,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-11-01,11.819999999999999,21.0,-9.180000000000001,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT # R-410A,2024-12-01,6.65,21.0,-14.35,16.6745,21.77977769246815
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-01-01,0.0,1.0,-1.0,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-02-01,0.0,1.0,-1.0,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-03-01,0.07,1.0,-0.9299999999999999,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-04-01,0.0,1.0,-1.0,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-05-01,0.0,1.0,-1.0,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-06-01,0.31,1.0,-0.69,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-07-01,0.22,1.0,-0.78,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-08-01,0.01,1.0,-0.99,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-09-01,0.0,1.0,-1.0,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-10-01,0.0,1.0,-1.0,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-11-01,0.17,1.0,-0.83,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #134-A,2024-12-01,0.08,1.0,-0.92,0.3183333333333333,0.5114684741017769
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-01-01,10.641000000000005,0.0,10.641000000000005,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-02-01,9.028000000000002,0.0,9.028000000000002,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-03-01,6.466000000000001,0.0,6.466000000000001,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-04-01,3.6729999999999996,0.0,3.6729999999999996,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-05-01,5.073,0.0,5.073,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-06-01,6.588000000000002,0.0,6.588000000000002,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-07-01,1.785,0.0,1.785,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-08-01,2.988,0.0,2.988,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-09-01,1.8319999999999999,0.0,1.8319999999999999,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-10-01,1.311,0.0,1.311,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-11-01,8.239000000000003,0.0,8.239000000000003,8.666916666666667,12.361201954098153
REFRIGERATION,REFRIGERANT ,REFRIGERANT #22,2024-12-01,4.859,0.0,4.859,8.666916666666667,12.361201954098153
